instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,dayofmonth,train
5060,8/3/11,3,0,8,17,0,3,1,2,0.7,0.6667,0.79,0,47,378,425,3,1
5061,8/3/11,3,0,8,18,0,3,1,3,0.7,0.6667,0.84,0,49,443,492,3,1
5062,8/3/11,3,0,8,19,0,3,1,3,0.7,0.6667,0.84,0,51,270,321,3,1
5063,8/3/11,3,0,8,20,0,3,1,3,0.7,0.6667,0.84,0.1045,7,80,87,3,1
5064,8/3/11,3,0,8,21,0,3,1,2,0.68,0.6364,0.89,0.1343,7,81,88,3,1
5065,8/3/11,3,0,8,22,0,3,1,3,0.68,0.6364,0.89,0.1045,11,66,77,3,1
5066,8/3/11,3,0,8,23,0,3,1,2,0.68,0.6364,0.89,0.0896,4,52,56,3,1
5067,8/4/11,3,0,8,0,0,4,1,2,0.68,0.6364,0.89,0.0896,2,15,17,4,1
5068,8/4/11,3,0,8,1,0,4,1,2,0.66,0.5909,0.94,0.0896,3,14,17,4,1
5069,8/4/11,3,0,8,2,0,4,1,2,0.66,0.5909,0.94,0.0896,2,5,7,4,1
5070,8/4/11,3,0,8,3,0,4,1,3,0.66,0.5909,0.94,0.0896,0,3,3,4,1
5071,8/4/11,3,0,8,4,0,4,1,2,0.68,0.6364,0.89,0,0,7,7,4,1
5072,8/4/11,3,0,8,5,0,4,1,2,0.68,0.6364,0.89,0,3,17,20,4,1
5073,8/4/11,3,0,8,6,0,4,1,2,0.68,0.6364,0.89,0.2985,7,90,97,4,1
5074,8/4/11,3,0,8,7,0,4,1,2,0.68,0.6364,0.89,0.2985,11,271,282,4,1
5075,8/4/11,3,0,8,8,0,4,1,2,0.7,0.6515,0.82,0.3582,29,369,398,4,1
5076,8/4/11,3,0,8,9,0,4,1,1,0.72,0.697,0.74,0.3284,25,162,187,4,1
5077,8/4/11,3,0,8,10,0,4,1,1,0.72,0.6667,0.71,0.2985,24,89,113,4,1
5078,8/4/11,3,0,8,11,0,4,1,2,0.74,0.697,0.66,0.2239,37,112,149,4,1
5079,8/4/11,3,0,8,12,0,4,1,2,0.76,0.7121,0.62,0.2239,53,152,205,4,1
5080,8/4/11,3,0,8,13,0,4,1,1,0.76,0.7121,0.58,0,63,142,205,4,1
5081,8/4/11,3,0,8,14,0,4,1,1,0.8,0.7576,0.55,0.1642,53,114,167,4,1
5082,8/4/11,3,0,8,15,0,4,1,1,0.8,0.7576,0.55,0.2537,50,115,165,4,1
5083,8/4/11,3,0,8,16,0,4,1,1,0.76,0.7121,0.62,0.3284,70,220,290,4,1
5084,8/4/11,3,0,8,17,0,4,1,1,0.76,0.7121,0.62,0.3284,91,464,555,4,1
5085,8/4/11,3,0,8,18,0,4,1,1,0.7,0.6667,0.74,0.2985,88,435,523,4,1
5086,8/4/11,3,0,8,19,0,4,1,1,0.7,0.6667,0.74,0.2836,65,301,366,4,1
5087,8/4/11,3,0,8,20,0,4,1,2,0.7,0.6667,0.74,0.194,41,245,286,4,1
5088,8/4/11,3,0,8,21,0,4,1,2,0.7,0.6667,0.74,0.194,25,186,211,4,1
5089,8/4/11,3,0,8,22,0,4,1,1,0.68,0.6364,0.74,0.194,33,141,174,4,1
5090,8/4/11,3,0,8,23,0,4,1,1,0.66,0.6212,0.74,0.1045,24,108,132,4,1
5091,8/5/11,3,0,8,0,0,5,1,1,0.66,0.6212,0.74,0.1045,13,41,54,5,1
5092,8/5/11,3,0,8,1,0,5,1,1,0.64,0.5909,0.78,0.0896,3,16,19,5,1
5093,8/5/11,3,0,8,2,0,5,1,1,0.66,0.6212,0.69,0,5,14,19,5,1
5094,8/5/11,3,0,8,3,0,5,1,1,0.64,0.5909,0.78,0.0896,0,6,6,5,1
5095,8/5/11,3,0,8,4,0,5,1,1,0.64,0.5909,0.78,0.1343,1,6,7,5,1
5096,8/5/11,3,0,8,5,0,5,1,1,0.64,0.5909,0.78,0.0896,0,16,16,5,1
5097,8/5/11,3,0,8,6,0,5,1,1,0.64,0.5909,0.78,0.1343,7,94,101,5,1
5098,8/5/11,3,0,8,7,0,5,1,1,0.66,0.6061,0.78,0.1343,23,247,270,5,1
5099,8/5/11,3,0,8,8,0,5,1,1,0.7,0.6515,0.65,0.2239,39,415,454,5,1
5100,8/5/11,3,0,8,9,0,5,1,1,0.72,0.6667,0.58,0.1045,43,183,226,5,1
5101,8/5/11,3,0,8,10,0,5,1,1,0.74,0.6818,0.55,0.1343,50,113,163,5,1
5102,8/5/11,3,0,8,11,0,5,1,2,0.76,0.697,0.52,0.2537,44,103,147,5,1
5103,8/5/11,3,0,8,12,0,5,1,1,0.76,0.697,0.52,0.2537,57,159,216,5,1
5104,8/5/11,3,0,8,13,0,5,1,1,0.78,0.7121,0.52,0.2537,40,164,204,5,1
5105,8/5/11,3,0,8,14,0,5,1,2,0.78,0.7121,0.52,0.2537,81,164,245,5,1
5106,8/5/11,3,0,8,15,0,5,1,1,0.76,0.697,0.55,0.2537,50,160,210,5,1
5107,8/5/11,3,0,8,16,0,5,1,1,0.8,0.7424,0.49,0.2537,76,254,330,5,1
5108,8/5/11,3,0,8,17,0,5,1,1,0.78,0.7121,0.49,0.2985,84,466,550,5,1
5109,8/5/11,3,0,8,18,0,5,1,1,0.76,0.697,0.52,0.2537,105,361,466,5,1
5110,8/5/11,3,0,8,19,0,5,1,1,0.74,0.6818,0.55,0.2537,90,282,372,5,1
5111,8/5/11,3,0,8,20,0,5,1,1,0.72,0.6667,0.58,0.2239,70,221,291,5,1
5112,8/5/11,3,0,8,21,0,5,1,1,0.7,0.6515,0.65,0.194,54,119,173,5,1
5113,8/5/11,3,0,8,22,0,5,1,1,0.7,0.6515,0.65,0.2239,51,137,188,5,1
5114,8/5/11,3,0,8,23,0,5,1,1,0.68,0.6364,0.69,0.2239,37,102,139,5,1
5115,8/6/11,3,0,8,0,0,6,0,1,0.66,0.6061,0.78,0.194,29,104,133,6,1
5116,8/6/11,3,0,8,1,0,6,0,1,0.66,0.6061,0.78,0.1642,17,50,67,6,1
5117,8/6/11,3,0,8,2,0,6,0,1,0.66,0.6061,0.78,0.2239,14,39,53,6,1
5118,8/6/11,3,0,8,3,0,6,0,2,0.66,0.6061,0.78,0.1642,14,28,42,6,1
5119,8/6/11,3,0,8,4,0,6,0,2,0.66,0.6061,0.83,0.1642,5,5,10,6,1
5120,8/6/11,3,0,8,5,0,6,0,1,0.64,0.5758,0.89,0.0896,2,4,6,6,1
5121,8/6/11,3,0,8,6,0,6,0,1,0.64,0.5758,0.89,0.1045,5,22,27,6,1
5122,8/6/11,3,0,8,7,0,6,0,1,0.68,0.6364,0.83,0.1642,14,49,63,6,1
5123,8/6/11,3,0,8,8,0,6,0,1,0.68,0.6364,0.83,0.1642,27,94,121,6,1
5124,8/6/11,3,0,8,9,0,6,0,1,0.74,0.697,0.7,0.2239,60,155,215,6,1
5125,8/6/11,3,0,8,10,0,6,0,2,0.74,0.697,0.7,0.2836,91,199,290,6,1
5126,8/6/11,3,0,8,11,0,6,0,1,0.78,0.7424,0.62,0.2239,138,211,349,6,1
5127,8/6/11,3,0,8,12,0,6,0,1,0.8,0.7576,0.55,0.2239,130,252,382,6,1
5128,8/6/11,3,0,8,13,0,6,0,2,0.8,0.7727,0.59,0.3284,176,265,441,6,1
5129,8/6/11,3,0,8,14,0,6,0,1,0.82,0.7727,0.52,0.2537,176,204,380,6,1
5130,8/6/11,3,0,8,15,0,6,0,2,0.84,0.803,0.53,0.2537,130,232,362,6,1
5131,8/6/11,3,0,8,16,0,6,0,3,0.74,0.7121,0.79,0.1642,155,188,343,6,1
5132,8/6/11,3,0,8,17,0,6,0,3,0.74,0.7121,0.79,0.1642,61,88,149,6,1
5133,8/6/11,3,0,8,18,0,6,0,2,0.72,0.697,0.79,0.4478,81,130,211,6,1
5134,8/6/11,3,0,8,19,0,6,0,3,0.72,0.7121,0.84,0.2537,57,114,171,6,1
5135,8/6/11,3,0,8,20,0,6,0,3,0.72,0.697,0.79,0.2836,58,79,137,6,1
5136,8/6/11,3,0,8,21,0,6,0,2,0.7,0.6667,0.84,0.3284,28,86,114,6,1
5137,8/6/11,3,0,8,22,0,6,0,2,0.7,0.6667,0.84,0.3284,24,96,120,6,1
5138,8/6/11,3,0,8,23,0,6,0,3,0.7,0.6667,0.84,0.2836,29,79,108,6,1
5139,8/7/11,3,0,8,0,0,0,0,2,0.7,0.6667,0.84,0.2836,14,66,80,7,1
5140,8/7/11,3,0,8,1,0,0,0,2,0.7,0.6667,0.84,0.2537,10,63,73,7,1
5141,8/7/11,3,0,8,2,0,0,0,2,0.7,0.6667,0.84,0.2239,18,48,66,7,1
5142,8/7/11,3,0,8,3,0,0,0,2,0.7,0.6667,0.84,0.1343,9,23,32,7,1
5143,8/7/11,3,0,8,4,0,0,0,1,0.7,0.6667,0.84,0.1343,1,5,6,7,1
5144,8/7/11,3,0,8,5,0,0,0,1,0.7,0.6667,0.89,0.194,1,4,5,7,1
5145,8/7/11,3,0,8,6,0,0,0,1,0.7,0.6667,0.89,0.1642,3,10,13,7,1
5146,8/7/11,3,0,8,7,0,0,0,1,0.7,0.6667,0.84,0.194,11,28,39,7,1
5147,8/7/11,3,0,8,8,0,0,0,1,0.72,0.697,0.79,0.194,23,66,89,7,1
5148,8/7/11,3,0,8,9,0,0,0,1,0.76,0.7424,0.75,0.1045,82,102,184,7,1
5149,8/7/11,3,0,8,10,0,0,0,1,0.8,0.803,0.66,0.1343,88,178,266,7,1
5150,8/7/11,3,0,8,11,0,0,0,1,0.82,0.8333,0.63,0,113,156,269,7,1
5151,8/7/11,3,0,8,12,0,0,0,1,0.9,0.8485,0.42,0.2985,161,209,370,7,1
5152,8/7/11,3,0,8,13,0,0,0,1,0.9,0.8485,0.42,0.2985,118,206,324,7,1
5153,8/7/11,3,0,8,14,0,0,0,1,0.86,0.803,0.47,0.194,130,192,322,7,1
5154,8/7/11,3,0,8,15,0,0,0,3,0.72,0.697,0.74,0.2985,118,208,326,7,1
5155,8/7/11,3,0,8,16,0,0,0,3,0.72,0.697,0.74,0.2985,74,119,193,7,1
5156,8/7/11,3,0,8,17,0,0,0,3,0.74,0.7121,0.74,0.6418,63,131,194,7,1
5157,8/7/11,3,0,8,18,0,0,0,1,0.72,0.697,0.74,0.0896,74,155,229,7,1
5158,8/7/11,3,0,8,19,0,0,0,1,0.72,0.697,0.79,0.1642,68,160,228,7,1
5159,8/7/11,3,0,8,20,0,0,0,1,0.72,0.7121,0.84,0.1343,50,133,183,7,1
5160,8/7/11,3,0,8,21,0,0,0,1,0.72,0.7121,0.84,0.1045,36,100,136,7,1
5161,8/7/11,3,0,8,22,0,0,0,1,0.7,0.6667,0.89,0.194,21,82,103,7,1
5162,8/7/11,3,0,8,23,0,0,0,1,0.7,0.6667,0.79,0.1045,12,43,55,7,1
5163,8/8/11,3,0,8,0,0,1,1,1,0.7,0.6667,0.79,0.1045,13,17,30,8,1
5164,8/8/11,3,0,8,1,0,1,1,1,0.68,0.6364,0.83,0.1343,4,8,12,8,1
5165,8/8/11,3,0,8,2,0,1,1,1,0.66,0.5909,0.89,0,4,3,7,8,1
5166,8/8/11,3,0,8,3,0,1,1,1,0.66,0.5909,0.89,0,1,0,1,8,1
5167,8/8/11,3,0,8,4,0,1,1,1,0.66,0.5909,0.89,0.1045,2,8,10,8,1
5168,8/8/11,3,0,8,5,0,1,1,1,0.7,0.6667,0.79,0.0896,1,14,15,8,1
5169,8/8/11,3,0,8,6,0,1,1,1,0.7,0.6515,0.65,0.2836,8,87,95,8,1
5170,8/8/11,3,0,8,7,0,1,1,1,0.72,0.6818,0.62,0.2985,18,249,267,8,1
5171,8/8/11,3,0,8,8,0,1,1,1,0.74,0.6818,0.58,0.3284,29,320,349,8,1
5172,8/8/11,3,0,8,9,0,1,1,1,0.76,0.697,0.55,0.3881,37,146,183,8,1
5173,8/8/11,3,0,8,10,0,1,1,1,0.8,0.7424,0.52,0.3881,62,62,124,8,1
5174,8/8/11,3,0,8,11,0,1,1,1,0.82,0.7424,0.48,0.3582,90,89,179,8,1
5175,8/8/11,3,0,8,12,0,1,1,1,0.82,0.7576,0.46,0.2537,48,134,182,8,1
5176,8/8/11,3,0,8,13,0,1,1,1,0.84,0.7576,0.44,0.2985,43,108,151,8,1
5177,8/8/11,3,0,8,14,0,1,1,1,0.82,0.7424,0.43,0.2985,41,109,150,8,1
5178,8/8/11,3,0,8,15,0,1,1,1,0.84,0.7576,0.41,0.2985,40,86,126,8,1
5179,8/8/11,3,0,8,16,0,1,1,1,0.86,0.7727,0.39,0.2836,64,218,282,8,1
5180,8/8/11,3,0,8,17,0,1,1,1,0.86,0.7727,0.39,0.1642,67,460,527,8,1
5181,8/8/11,3,0,8,18,0,1,1,1,0.84,0.7576,0.41,0.1343,64,465,529,8,1
5182,8/8/11,3,0,8,19,0,1,1,1,0.82,0.7424,0.43,0.1045,64,352,416,8,1
5183,8/8/11,3,0,8,20,0,1,1,1,0.8,0.7576,0.55,0,71,215,286,8,1
5184,8/8/11,3,0,8,21,0,1,1,1,0.76,0.7121,0.58,0.0896,30,156,186,8,1
5185,8/8/11,3,0,8,22,0,1,1,1,0.76,0.7121,0.58,0.1045,26,121,147,8,1
5186,8/8/11,3,0,8,23,0,1,1,1,0.74,0.697,0.66,0.1045,19,53,72,8,1
5187,8/9/11,3,0,8,0,0,2,1,1,0.72,0.697,0.79,0.1343,10,25,35,9,1
5188,8/9/11,3,0,8,1,0,2,1,1,0.72,0.6818,0.66,0,5,9,14,9,1
5189,8/9/11,3,0,8,2,0,2,1,1,0.72,0.6818,0.7,0,9,3,12,9,1
5190,8/9/11,3,0,8,3,0,2,1,1,0.72,0.6818,0.62,0,0,3,3,9,1
5191,8/9/11,3,0,8,4,0,2,1,1,0.7,0.6667,0.74,0,1,6,7,9,1
5192,8/9/11,3,0,8,5,0,2,1,1,0.7,0.6515,0.65,0.0896,5,25,30,9,1
5193,8/9/11,3,0,8,6,0,2,1,1,0.72,0.6667,0.64,0,6,95,101,9,1
5194,8/9/11,3,0,8,7,0,2,1,1,0.72,0.697,0.74,0.1045,30,313,343,9,1
5195,8/9/11,3,0,8,8,0,2,1,1,0.74,0.697,0.66,0,40,352,392,9,1
5196,8/9/11,3,0,8,9,0,2,1,2,0.78,0.7424,0.62,0.1343,34,141,175,9,1
5197,8/9/11,3,0,8,10,0,2,1,2,0.8,0.7727,0.59,0.2239,55,89,144,9,1
5198,8/9/11,3,0,8,11,0,2,1,1,0.8,0.7727,0.59,0.2239,61,88,149,9,1
5199,8/9/11,3,0,8,12,0,2,1,1,0.82,0.7879,0.56,0.194,60,125,185,9,1
5200,8/9/11,3,0,8,13,0,2,1,1,0.84,0.7879,0.49,0.1642,48,127,175,9,1
5201,8/9/11,3,0,8,14,0,2,1,1,0.86,0.7879,0.44,0.2836,53,95,148,9,1
5202,8/9/11,3,0,8,15,0,2,1,1,0.86,0.7727,0.39,0.2836,58,106,164,9,1
5203,8/9/11,3,0,8,16,0,2,1,1,0.86,0.7727,0.39,0.2985,57,228,285,9,1
5204,8/9/11,3,0,8,17,0,2,1,1,0.8,0.7576,0.55,0.1642,79,453,532,9,1
5205,8/9/11,3,0,8,18,0,2,1,1,0.8,0.7576,0.55,0.194,97,488,585,9,1
5206,8/9/11,3,0,8,19,0,2,1,1,0.8,0.7424,0.49,0.1045,69,302,371,9,1
5207,8/9/11,3,0,8,20,0,2,1,1,0.8,0.7273,0.43,0.194,34,258,292,9,1
5208,8/9/11,3,0,8,21,0,2,1,1,0.78,0.697,0.46,0.2537,46,184,230,9,1
5209,8/9/11,3,0,8,22,0,2,1,1,0.78,0.697,0.46,0.2985,28,127,155,9,1
5210,8/9/11,3,0,8,23,0,2,1,1,0.76,0.6818,0.48,0.2836,22,53,75,9,1
5211,8/10/11,3,0,8,0,0,3,1,1,0.74,0.6667,0.51,0.2239,19,18,37,10,1
5212,8/10/11,3,0,8,1,0,3,1,1,0.72,0.6667,0.54,0.194,7,10,17,10,1
5213,8/10/11,3,0,8,2,0,3,1,1,0.72,0.6667,0.54,0.1642,1,10,11,10,1
5214,8/10/11,3,0,8,3,0,3,1,1,0.7,0.6515,0.58,0.1642,1,3,4,10,1
5215,8/10/11,3,0,8,4,0,3,1,1,0.7,0.6515,0.54,0.1343,1,4,5,10,1
5216,8/10/11,3,0,8,5,0,3,1,1,0.68,0.6364,0.61,0.0896,2,30,32,10,1
5217,8/10/11,3,0,8,6,0,3,1,1,0.68,0.6364,0.61,0,9,110,119,10,1
5218,8/10/11,3,0,8,7,0,3,1,1,0.7,0.6515,0.58,0.0896,16,289,305,10,1
5219,8/10/11,3,0,8,8,0,3,1,1,0.74,0.6667,0.51,0.194,38,361,399,10,1
5220,8/10/11,3,0,8,9,0,3,1,1,0.76,0.6818,0.48,0.2239,32,148,180,10,1
5221,8/10/11,3,0,8,10,0,3,1,1,0.8,0.7273,0.43,0.2239,41,72,113,10,1
5222,8/10/11,3,0,8,11,0,3,1,1,0.8,0.7121,0.41,0.3881,54,95,149,10,1
5223,8/10/11,3,0,8,12,0,3,1,1,0.82,0.7273,0.38,0.2985,74,166,240,10,1
5224,8/10/11,3,0,8,13,0,3,1,1,0.82,0.7273,0.38,0.2836,41,150,191,10,1
5225,8/10/11,3,0,8,14,0,3,1,1,0.84,0.7273,0.34,0.3284,62,116,178,10,1
5226,8/10/11,3,0,8,15,0,3,1,1,0.86,0.7424,0.3,0.3284,53,141,194,10,1
5227,8/10/11,3,0,8,16,0,3,1,1,0.86,0.7424,0.26,0.2985,76,206,282,10,1
5228,8/10/11,3,0,8,17,0,3,1,1,0.84,0.7121,0.26,0.2985,71,513,584,10,1
5229,8/10/11,3,0,8,18,0,3,1,1,0.82,0.7121,0.28,0.2985,70,489,559,10,1
5230,8/10/11,3,0,8,19,0,3,1,1,0.8,0.697,0.26,0.2537,79,334,413,10,1
5231,8/10/11,3,0,8,20,0,3,1,1,0.76,0.6667,0.31,0.1343,59,253,312,10,1
5232,8/10/11,3,0,8,21,0,3,1,1,0.76,0.6667,0.33,0.1045,47,162,209,10,1
5233,8/10/11,3,0,8,22,0,3,1,1,0.74,0.6515,0.37,0,17,122,139,10,1
5234,8/10/11,3,0,8,23,0,3,1,1,0.74,0.6515,0.37,0.0896,14,94,108,10,1
5235,8/11/11,3,0,8,0,0,4,1,1,0.7,0.6364,0.45,0.1045,6,40,46,11,1
5236,8/11/11,3,0,8,1,0,4,1,1,0.7,0.6364,0.45,0.1343,9,17,26,11,1
5237,8/11/11,3,0,8,2,0,4,1,1,0.66,0.6212,0.54,0.1343,3,8,11,11,1
5238,8/11/11,3,0,8,3,0,4,1,1,0.64,0.6212,0.57,0.1343,2,7,9,11,1
5239,8/11/11,3,0,8,4,0,4,1,1,0.64,0.6212,0.57,0.1642,1,4,5,11,1
5240,8/11/11,3,0,8,5,0,4,1,1,0.64,0.6212,0.61,0.194,2,23,25,11,1
5241,8/11/11,3,0,8,6,0,4,1,1,0.62,0.6061,0.65,0.1642,5,101,106,11,1
5242,8/11/11,3,0,8,7,0,4,1,1,0.66,0.6212,0.54,0.1343,15,292,307,11,1
5243,8/11/11,3,0,8,8,0,4,1,1,0.7,0.6364,0.45,0.1642,29,361,390,11,1
5244,8/11/11,3,0,8,9,0,4,1,1,0.72,0.6515,0.39,0.2239,31,166,197,11,1
5245,8/11/11,3,0,8,10,0,4,1,1,0.74,0.6515,0.37,0.2537,36,96,132,11,1
5246,8/11/11,3,0,8,11,0,4,1,1,0.76,0.6667,0.35,0.2537,59,128,187,11,1
5247,8/11/11,3,0,8,12,0,4,1,1,0.78,0.6818,0.31,0.2537,50,164,214,11,1
5248,8/11/11,3,0,8,13,0,4,1,1,0.76,0.6667,0.31,0.2239,51,166,217,11,1
5249,8/11/11,3,0,8,14,0,4,1,1,0.8,0.697,0.29,0,39,103,142,11,1
5250,8/11/11,3,0,8,15,0,4,1,1,0.8,0.697,0.29,0.2985,52,126,178,11,1
5251,8/11/11,3,0,8,16,0,4,1,1,0.8,0.697,0.27,0.194,57,241,298,11,1
5252,8/11/11,3,0,8,17,0,4,1,1,0.8,0.697,0.29,0.2537,96,486,582,11,1
5253,8/11/11,3,0,8,18,0,4,1,1,0.78,0.6818,0.29,0.0896,74,497,571,11,1
5254,8/11/11,3,0,8,19,0,4,1,1,0.74,0.6515,0.35,0.194,48,323,371,11,1
5255,8/11/11,3,0,8,20,0,4,1,1,0.72,0.6515,0.37,0.1343,56,232,288,11,1
5256,8/11/11,3,0,8,21,0,4,1,1,0.7,0.6515,0.48,0.0896,35,171,206,11,1
5257,8/11/11,3,0,8,22,0,4,1,1,0.7,0.6515,0.48,0,34,123,157,11,1
5258,8/11/11,3,0,8,23,0,4,1,1,0.66,0.6212,0.5,0.1642,22,105,127,11,1
5259,8/12/11,3,0,8,0,0,5,1,1,0.64,0.6212,0.53,0.1642,12,53,65,12,1
5260,8/12/11,3,0,8,1,0,5,1,1,0.64,0.6212,0.53,0.1343,4,19,23,12,1
5261,8/12/11,3,0,8,2,0,5,1,1,0.62,0.6212,0.57,0.194,0,15,15,12,1
5262,8/12/11,3,0,8,3,0,5,1,1,0.62,0.6212,0.53,0.1642,0,9,9,12,1
5263,8/12/11,3,0,8,4,0,5,1,1,0.62,0.6212,0.53,0.1343,0,5,5,12,1
5264,8/12/11,3,0,8,5,0,5,1,1,0.6,0.6212,0.56,0.1343,2,24,26,12,1
5265,8/12/11,3,0,8,6,0,5,1,1,0.62,0.6212,0.5,0.1343,3,73,76,12,1
5266,8/12/11,3,0,8,7,0,5,1,1,0.64,0.6212,0.44,0.1642,17,247,264,12,1
5267,8/12/11,3,0,8,8,0,5,1,1,0.68,0.6364,0.39,0.2239,29,397,426,12,1
5268,8/12/11,3,0,8,9,0,5,1,1,0.72,0.6515,0.34,0.1343,27,178,205,12,1
5269,8/12/11,3,0,8,10,0,5,1,1,0.74,0.6515,0.33,0.1045,44,86,130,12,1
5270,8/12/11,3,0,8,11,0,5,1,1,0.76,0.6667,0.29,0,48,108,156,12,1
5271,8/12/11,3,0,8,12,0,5,1,1,0.8,0.697,0.27,0,55,167,222,12,1
5272,8/12/11,3,0,8,13,0,5,1,1,0.78,0.6818,0.29,0.0896,74,179,253,12,1
5273,8/12/11,3,0,8,14,0,5,1,1,0.8,0.697,0.29,0.194,51,135,186,12,1
5274,8/12/11,3,0,8,15,0,5,1,1,0.8,0.697,0.29,0.1642,59,190,249,12,1
5275,8/12/11,3,0,8,16,0,5,1,1,0.82,0.7121,0.28,0,68,266,334,12,1
5276,8/12/11,3,0,8,17,0,5,1,1,0.82,0.7121,0.26,0,93,423,516,12,1
5277,8/12/11,3,0,8,18,0,5,1,1,0.76,0.6818,0.4,0.2985,89,376,465,12,1
5278,8/12/11,3,0,8,19,0,5,1,1,0.74,0.6667,0.42,0.2239,101,284,385,12,1
5279,8/12/11,3,0,8,20,0,5,1,1,0.72,0.6515,0.42,0.2239,77,210,287,12,1
5280,8/12/11,3,0,8,21,0,5,1,1,0.7,0.6515,0.48,0.1343,73,153,226,12,1
5281,8/12/11,3,0,8,22,0,5,1,1,0.68,0.6364,0.51,0,74,157,231,12,1
5282,8/12/11,3,0,8,23,0,5,1,1,0.68,0.6364,0.51,0,51,100,151,12,1
5283,8/13/11,3,0,8,0,0,6,0,1,0.68,0.6364,0.51,0.1045,15,69,84,13,1
5284,8/13/11,3,0,8,1,0,6,0,2,0.68,0.6364,0.57,0.0896,13,64,77,13,1
5285,8/13/11,3,0,8,2,0,6,0,1,0.68,0.6364,0.57,0,16,58,74,13,1
5286,8/13/11,3,0,8,3,0,6,0,1,0.66,0.6212,0.65,0.1343,9,18,27,13,1
5287,8/13/11,3,0,8,4,0,6,0,2,0.64,0.6061,0.73,0.1343,5,5,10,13,1
5288,8/13/11,3,0,8,5,0,6,0,1,0.64,0.6061,0.73,0.1045,3,15,18,13,1
5289,8/13/11,3,0,8,6,0,6,0,1,0.64,0.6061,0.73,0.0896,3,19,22,13,1
5290,8/13/11,3,0,8,7,0,6,0,2,0.66,0.6212,0.74,0.194,10,34,44,13,1
5291,8/13/11,3,0,8,8,0,6,0,2,0.7,0.6515,0.65,0.1642,28,90,118,13,1
5292,8/13/11,3,0,8,9,0,6,0,2,0.7,0.6667,0.74,0.1642,70,138,208,13,1
5293,8/13/11,3,0,8,10,0,6,0,2,0.72,0.697,0.74,0.2239,97,163,260,13,1
5294,8/13/11,3,0,8,11,0,6,0,2,0.74,0.697,0.7,0.194,122,192,314,13,1
5295,8/13/11,3,0,8,12,0,6,0,2,0.66,0.5909,0.89,0.1642,175,246,421,13,1
5296,8/13/11,3,0,8,13,0,6,0,2,0.74,0.7121,0.74,0.3284,61,92,153,13,1
5297,8/13/11,3,0,8,14,0,6,0,1,0.74,0.697,0.7,0.2537,113,146,259,13,1
5298,8/13/11,3,0,8,15,0,6,0,3,0.68,0.6364,0.79,0.3582,150,208,358,13,1
5299,8/13/11,3,0,8,16,0,6,0,2,0.7,0.6667,0.74,0.2836,148,133,281,13,1
5300,8/13/11,3,0,8,17,0,6,0,2,0.72,0.697,0.74,0.2537,97,172,269,13,1
5301,8/13/11,3,0,8,18,0,6,0,1,0.7,0.6667,0.74,0.2239,123,169,292,13,1
5302,8/13/11,3,0,8,19,0,6,0,2,0.68,0.6364,0.79,0.2836,67,170,237,13,1
5303,8/13/11,3,0,8,20,0,6,0,2,0.68,0.6364,0.83,0.2239,78,105,183,13,1
5304,8/13/11,3,0,8,21,0,6,0,2,0.68,0.6364,0.83,0.3881,40,127,167,13,1
5305,8/13/11,3,0,8,22,0,6,0,2,0.68,0.6364,0.83,0.3881,36,118,154,13,1
5306,8/13/11,3,0,8,23,0,6,0,2,0.66,0.6061,0.83,0.3284,25,95,120,13,1
5307,8/14/11,3,0,8,0,0,0,0,3,0.66,0.6061,0.83,0.2985,19,71,90,14,1
5308,8/14/11,3,0,8,1,0,0,0,3,0.64,0.5758,0.89,0.2239,16,57,73,14,1
5309,8/14/11,3,0,8,2,0,0,0,3,0.64,0.5758,0.89,0.2239,13,49,62,14,1
5310,8/14/11,3,0,8,3,0,0,0,2,0.64,0.5606,0.94,0.2537,5,22,27,14,1
5311,8/14/11,3,0,8,4,0,0,0,3,0.64,0.5606,0.94,0.194,1,2,3,14,1
5312,8/14/11,3,0,8,5,0,0,0,2,0.64,0.5606,0.94,0.1642,1,9,10,14,1
5313,8/14/11,3,0,8,6,0,0,0,2,0.64,0.5606,0.94,0.1045,2,4,6,14,1
5314,8/14/11,3,0,8,7,0,0,0,2,0.66,0.5909,0.89,0.194,4,20,24,14,1
5315,8/14/11,3,0,8,8,0,0,0,2,0.66,0.5909,0.89,0.2836,20,21,41,14,1
5316,8/14/11,3,0,8,9,0,0,0,3,0.66,0.5909,0.89,0.2836,27,76,103,14,1
5317,8/14/11,3,0,8,10,0,0,0,1,0.7,0.6667,0.79,0.2239,67,116,183,14,1
5318,8/14/11,3,0,8,11,0,0,0,1,0.7,0.6667,0.79,0.194,81,117,198,14,1
5319,8/14/11,3,0,8,12,0,0,0,2,0.7,0.6667,0.79,0.2239,98,183,281,14,1
5320,8/14/11,3,0,8,13,0,0,0,1,0.72,0.697,0.74,0.2537,144,233,377,14,1
5321,8/14/11,3,0,8,14,0,0,0,1,0.74,0.697,0.7,0.194,126,244,370,14,1
5322,8/14/11,3,0,8,15,0,0,0,1,0.74,0.697,0.66,0.194,128,203,331,14,1
5323,8/14/11,3,0,8,16,0,0,0,1,0.74,0.697,0.66,0.1642,116,176,292,14,1
5324,8/14/11,3,0,8,17,0,0,0,1,0.76,0.7121,0.62,0.1343,133,196,329,14,1
